Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/201 [00:00<?, ?it/s]Loading weights:   1%|          | 2/201 [00:00<00:15, 12.92it/s]Loading weights:  11%|█         | 22/201 [00:00<00:01, 89.97it/s]Loading weights:  16%|█▋        | 33/201 [00:00<00:01, 94.27it/s]Loading weights:  22%|██▏       | 45/201 [00:00<00:01, 100.08it/s]Loading weights:  28%|██▊       | 56/201 [00:00<00:01, 97.11it/s] Loading weights:  33%|███▎      | 66/201 [00:00<00:01, 83.84it/s]Loading weights:  38%|███▊      | 76/201 [00:00<00:01, 84.37it/s]Loading weights:  42%|████▏     | 85/201 [00:01<00:01, 80.98it/s]Loading weights:  47%|████▋     | 95/201 [00:01<00:01, 76.18it/s]Loading weights:  52%|█████▏    | 105/201 [00:01<00:01, 75.00it/s]Loading weights:  57%|█████▋    | 114/201 [00:01<00:01, 76.98it/s]Loading weights:  61%|██████    | 123/201 [00:01<00:01, 76.23it/s]Loading weights:  66%|██████▌   | 132/201 [00:01<00:00, 73.66it/s]Loading weights:  72%|███████▏  | 144/201 [00:01<00:00, 85.05it/s]Loading weights:  76%|███████▌  | 153/201 [00:01<00:00, 76.45it/s]Loading weights:  80%|████████  | 161/201 [00:02<00:00, 71.54it/s]Loading weights:  84%|████████▍ | 169/201 [00:02<00:00, 69.17it/s]Loading weights:  88%|████████▊ | 177/201 [00:02<00:00, 67.66it/s]Loading weights:  93%|█████████▎| 186/201 [00:02<00:00, 72.38it/s]Loading weights:  97%|█████████▋| 195/201 [00:02<00:00, 68.54it/s]Loading weights: 100%|██████████| 201/201 [00:02<00:00, 78.66it/s]
DENSO · atencion completa en las 22 capas · sin conv corta
TinyLlama/TinyLlama-1.1B-Chat-v1.0 · 1.10 B CONGELADOS · entrenables 2.11 M (0.192 %) · rango 256 · cuda
escritura capa 11 · lectura capa 2 · 15 entidades · 8 valores · 2 relaciones · batch 4 · archivo 8 · 22 bloques
abstencion 'None' -> 6213 · piso trivial de responder al azar 1/8 = 0.1250
PISO DEL MUDO: abstenerse SIEMPRE da GLOBAL 0.4000. Por debajo de eso el modelo es peor que el silencio.
calentando 6000 pasos sin casos de abstencion
  paso    1 · perdida  6.1455 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 1.4 s/paso  (calentando, sin abstencion)
  paso 16775 · perdida  0.5924 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.6667 (rel 1.00/aus 0.00) · invento 0.3333 · 0.2 s/paso
  paso 16800 · perdida  1.8698 · GLOBAL 0.2500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel 0.00/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 16825 · perdida  0.4100 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16850 · perdida  0.6018 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16875 · perdida  0.5402 · GLOBAL 0.7500 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16900 · perdida  0.3688 · GLOBAL 0.7500 · acierto 0.7500 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16925 · perdida  0.2321 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16950 · perdida  0.4079 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.5000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16975 · perdida  0.6075 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.6667 (rel 0.00/aus 1.00) · invento 0.3333 · 0.2 s/paso
  paso 17000 · perdida  2.4668 · GLOBAL 0.2500 · acierto 0.5000 · vigente 0.0000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 17025 · perdida  0.5652 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.6667 (rel 1.00/aus 0.50) · invento 0.3333 · 0.2 s/paso
  paso 17050 · perdida  0.7203 · GLOBAL 0.5000 · acierto 0.6667 · vigente nan · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 17075 · perdida  1.2293 · GLOBAL 0.5000 · acierto 0.6667 · vigente nan · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 17100 · perdida  0.9384 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose 0.5000 (rel 0.50/aus nan) · invento 0.5000 · 0.2 s/paso
  paso 17125 · perdida  1.0315 · GLOBAL 0.5000 · acierto 0.3333 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17150 · perdida  0.4107 · GLOBAL 0.7500 · acierto 1.0000 · vigente 1.0000 · nose 0.5000 (rel 0.50/aus nan) · invento 0.5000 · 0.2 s/paso
  paso 17175 · perdida  0.5225 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.5000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 17200 · perdida  0.5615 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 17225 · perdida  1.1729 · GLOBAL 0.5000 · acierto 0.5000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17250 · perdida  0.1613 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 17275 · perdida  0.3463 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17300 · perdida  0.6571 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17325 · perdida  1.1758 · GLOBAL 0.2500 · acierto 0.3333 · vigente 1.0000 · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 17350 · perdida  0.4608 · GLOBAL 0.7500 · acierto 0.5000 · vigente nan · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 17375 · perdida  0.9347 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 17400 · perdida  1.1671 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.3333 (rel 1.00/aus 0.00) · invento 0.6667 · 0.2 s/paso
  paso 17425 · perdida  0.2755 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17450 · perdida  1.1817 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17475 · perdida  0.6010 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.6667 (rel 1.00/aus 0.00) · invento 0.3333 · 0.2 s/paso
  paso 17500 · perdida  0.3376 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 17525 · perdida  1.0615 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 17550 · perdida  0.3680 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17575 · perdida  1.7358 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17600 · perdida  0.2090 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 17625 · perdida  0.6760 · GLOBAL 0.5000 · acierto 0.6667 · vigente 0.0000 · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 17650 · perdida  0.8138 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.3333 (rel nan/aus 0.33) · invento 0.6667 · 0.2 s/paso
  paso 17675 · perdida  0.5575 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.3333 (rel 0.50/aus 0.00) · invento 0.6667 · 0.2 s/paso
  paso 17700 · perdida  1.8471 · GLOBAL 0.2500 · acierto 0.3333 · vigente 0.3333 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 17725 · perdida  1.8652 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17750 · perdida  1.3116 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.3333 (rel 1.00/aus 0.00) · invento 0.6667 · 0.2 s/paso
  paso 17775 · perdida  0.3376 · GLOBAL 0.7500 · acierto 0.7500 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17800 · perdida  0.4262 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17825 · perdida  0.2828 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 17850 · perdida  1.1054 · GLOBAL 0.2500 · acierto 0.0000 · vigente 0.0000 · nose 0.5000 (rel nan/aus 0.50) · invento 0.5000 · 0.2 s/paso
  paso 17875 · perdida  0.6245 · GLOBAL 0.5000 · acierto 1.0000 · vigente 1.0000 · nose 0.3333 (rel 0.33/aus nan) · invento 0.6667 · 0.2 s/paso
  paso 17900 · perdida  0.8180 · GLOBAL 0.5000 · acierto 0.3333 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17925 · perdida  1.0844 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.3333 (rel 0.00/aus 0.50) · invento 0.6667 · 0.2 s/paso
  paso 17950 · perdida  0.5078 · GLOBAL 0.7500 · acierto 0.7500 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 17975 · perdida  0.5579 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18000 · perdida  0.3421 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 18025 · perdida  1.2451 · GLOBAL 0.5000 · acierto 0.6667 · vigente 0.0000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 18050 · perdida  0.9245 · GLOBAL 0.5000 · acierto 0.6667 · vigente 0.5000 · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 18075 · perdida  1.2626 · GLOBAL 0.5000 · acierto 0.6667 · vigente 0.5000 · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 18100 · perdida  0.3653 · GLOBAL 0.7500 · acierto 0.6667 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18125 · perdida  0.3702 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 18150 · perdida  1.2222 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18175 · perdida  1.4514 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose 0.0000 (rel 0.00/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 18200 · perdida  0.8430 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.5000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18225 · perdida  0.7449 · GLOBAL 0.7500 · acierto 1.0000 · vigente 1.0000 · nose 0.5000 (rel 0.50/aus nan) · invento 0.5000 · 0.2 s/paso
  paso 18250 · perdida  0.8483 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18275 · perdida  0.9763 · GLOBAL 0.2500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 18300 · perdida  0.6487 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.6667 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 18325 · perdida  1.2138 · GLOBAL 0.5000 · acierto 0.6667 · vigente 0.0000 · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 18350 · perdida  0.9078 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18375 · perdida  0.3878 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 18400 · perdida  0.3509 · GLOBAL 0.7500 · acierto 1.0000 · vigente 1.0000 · nose 0.6667 (rel 0.67/aus nan) · invento 0.3333 · 0.2 s/paso
  paso 18425 · perdida  0.3544 · GLOBAL 0.7500 · acierto 1.0000 · vigente 1.0000 · nose 0.6667 (rel 1.00/aus 0.00) · invento 0.3333 · 0.2 s/paso
  paso 18450 · perdida  1.0713 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.6667 (rel nan/aus 0.67) · invento 0.3333 · 0.2 s/paso
  paso 18475 · perdida  1.0818 · GLOBAL 0.5000 · acierto 1.0000 · vigente 1.0000 · nose 0.3333 (rel 1.00/aus 0.00) · invento 0.6667 · 0.2 s/paso
  paso 18500 · perdida  0.7628 · GLOBAL 0.5000 · acierto 1.0000 · vigente 1.0000 · nose 0.3333 (rel 0.00/aus 0.50) · invento 0.6667 · 0.2 s/paso
  paso 18525 · perdida  0.4288 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18550 · perdida  1.1706 · GLOBAL 0.5000 · acierto nan · vigente nan · nose 0.5000 (rel 0.67/aus 0.00) · invento 0.5000 · 0.2 s/paso
  paso 18575 · perdida  0.8661 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18600 · perdida  1.1662 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.5000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 18625 · perdida  0.5817 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.0000 (rel 0.00/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 18650 · perdida  0.7533 · GLOBAL 0.5000 · acierto 0.0000 · vigente nan · nose 0.6667 (rel 0.50/aus 1.00) · invento 0.3333 · 0.2 s/paso
  paso 18675 · perdida  0.4944 · GLOBAL 0.7500 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 18700 · perdida  0.4524 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18725 · perdida  0.4003 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.5000 (rel 1.00/aus 0.00) · invento 0.5000 · 0.2 s/paso
  paso 18750 · perdida  1.1738 · GLOBAL 0.5000 · acierto 0.3333 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18775 · perdida  0.6782 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose 0.5000 (rel 0.50/aus nan) · invento 0.5000 · 0.2 s/paso
  paso 18800 · perdida  0.9844 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose 0.5000 (rel 0.50/aus nan) · invento 0.5000 · 0.2 s/paso
  paso 18825 · perdida  0.8263 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 18850 · perdida  0.5982 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 18875 · perdida  0.3780 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 18900 · perdida  0.8873 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 0.6667 (rel 0.50/aus 1.00) · invento 0.3333 · 0.2 s/paso
  paso 18925 · perdida  0.9126 · GLOBAL 0.7500 · acierto 1.0000 · vigente 1.0000 · nose 0.5000 (rel 1.00/aus 0.00) · invento 0.5000 · 0.2 s/paso
  paso 18950 · perdida  0.9564 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 18975 · perdida  0.4663 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 19000 · perdida  0.6621 · GLOBAL 0.7500 · acierto 0.5000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso

  CONTROLES sobre el ultimo lote:
    con archivo        GLOBAL 0.7500 · acierto 0.5000 · vigente nan · nose 1.0000 · invento 0.0000
    BARAJADO           GLOBAL 0.5000 · acierto 0.0000 · vigente nan · nose 1.0000 · invento 0.0000
    VACIO (ceros)      GLOBAL 0.0000 · acierto 0.0000 · vigente nan · nose 0.0000 · invento 0.0000
    lectura APAGADA    GLOBAL 0.0000 · acierto 0.0000 · vigente nan · nose 0.0000 · invento 0.0000

    BARAJADO alto = no lee el archivo · VACIO alto = contesta desde el preentrenamiento
    (VACIO es el control que pedia el plan por vocabulario abierto)

  EVALUACION FINAL sobre 512 muestras frescas (los cuatro brazos, mismas muestras):
    con archivo        GLOBAL 0.6758 · acierto 0.5734 · vigente 0.3000 · nose 0.8128 (rel 0.7300/aus 0.8824) · invento 0.1872 · n 512 {'una': 183, 'dos': 110, 'nose_rel': 100, 'nose_aus': 119}
    BARAJADO           GLOBAL 0.3906 · acierto 0.0171 · vigente 0.0091 · nose 0.8904 (rel 0.8800/aus 0.8992) · invento 0.1096 · n 512 {'una': 183, 'dos': 110, 'nose_rel': 100, 'nose_aus': 119}
    VACIO (ceros)      GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose 0.0000 (rel 0.0000/aus 0.0000) · invento 0.0000 · n 512 {'una': 183, 'dos': 110, 'nose_rel': 100, 'nose_aus': 119}
    lectura APAGADA    GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose 0.0000 (rel 0.0000/aus 0.0000) · invento 0.0000 · n 512 {'una': 183, 'dos': 110, 'nose_rel': 100, 'nose_aus': 119}

  escrito /content/banco_abstcal6p_s1.json

listo en 52.8 min
